Ticker,Report Date,Return on assets,Return on equity,Earnings per share ,Operating profitability ,Accruals,Cash-based operating profitability
KO,2014-03-31,0.01773,0.04918,0.36787,14693000000,10255000000,4438000000
KO,2014-06-30,0.02718,0.07565,0.59098,17159000000,11029000000,6130000000
KO,2014-09-30,0.02195,0.06279,0.48232,16611000000,11045000000,5566000000
KO,2014-12-31,0.00837,0.0252,0.17608,15936000000,9634000000,6302000000
KO,2015-03-31,0.01711,0.05355,0.3567,15023000000,9542000000,5481000000
KO,2015-06-30,0.03323,0.10852,0.71366,17029000000,10434000000,6595000000
KO,2015-09-30,0.01558,0.05516,0.33318,15898000000,10260000000,5638000000
KO,2015-12-31,0.01375,0.04801,0.28509,14428000000,9991000000,4437000000
KO,2016-03-31,0.01625,0.05902,0.34265,14354000000,9901000000,4453000000
KO,2016-06-30,0.03664,0.12847,0.79759,15748000000,10610000000,5138000000
KO,2016-09-30,0.01114,0.03986,0.24241,14864000000,11549000000,3315000000
KO,2016-12-31,0.0063,0.02369,0.12785,13669000000,9797000000,3872000000
KO,2017-03-31,0.01296,0.05124,0.27572,12760000000,10519000000,2241000000
KO,2017-06-30,0.01504,0.06207,0.32085,13667000000,10714000000,2953000000
KO,2017-09-30,0.01599,0.06532,0.33919,12641000000,10567000000,2074000000
KO,2017-12-31,-0.03131,-0.14502,-0.64571,10995000000,9158000000,1837000000
KO,2018-03-31,0.01467,0.06328,0.32075,10703000000,10797000000,-94000000
KO,2018-06-30,0.02585,0.11479,0.5443,11875000000,11204000000,671000000
KO,2018-09-30,0.02164,0.09317,0.44183,10905000000,10630000000,275000000
KO,2018-12-31,0.01045,0.04565,0.20418,9759000000,9310000000,449000000
KO,2019-03-31,0.01899,0.08473,0.39288,10714000000,11241000000,-527000000
KO,2019-06-30,0.02897,0.12846,0.61068,13085000000,13603000000,-518000000
KO,2019-09-30,0.02966,0.12537,0.60584,12748000000,13636000000,-888000000
KO,2019-12-31,0.02364,0.09679,0.47666,13280000000,11726000000,1554000000
MA,2010-06-30,0.06163,0.11103,3.49618,2013000000,1758000000,255000000
MA,2010-09-30,0.06368,0.10719,3.96947,2090000000,1805000000,285000000
MA,2010-12-31,0.04696,0.07956,3.14394,2307000000,1587000000,720000000
MA,2011-03-31,0.0661,0.10804,4.32308,2166000000,1631000000,535000000
MA,2011-06-30,0.06737,0.11093,4.7874,2449000000,1624000000,825000000
MA,2011-09-30,0.07391,0.11953,5.62992,2634000000,1746000000,888000000
MA,2011-12-31,0.00196,0.00357,0.00444,2696000000,2740000000,-44000000
MA,2012-03-31,0.06127,0.10691,0.5387,2516000000,2619000000,-103000000
MA,2012-06-30,0.06228,0.11154,0.556,2646000000,2595000000,51000000
MA,2012-09-30,0.0637,0.1115,0.61909,2772000000,2729000000,43000000
MA,2012-12-31,0.04855,0.08731,0.4879,2891000000,2831000000,60000000
MA,2013-03-31,0.06487,0.11338,0.6248,2705000000,2689000000,16000000
MA,2013-06-30,0.07054,0.12064,0.69852,2964000000,2599000000,365000000
MA,2013-09-30,0.06402,0.11463,0.72946,3188000000,3011000000,177000000
MA,2013-12-31,0.04374,0.08312,0.5196,3169000000,3325000000,-156000000
MA,2014-03-31,0.05878,0.13226,0.73418,3059000000,3284000000,-225000000
MA,2014-06-30,0.06477,0.14745,0.79914,3353000000,3122000000,231000000
MA,2014-09-30,0.06924,0.15501,0.87727,3560000000,3206000000,354000000
MA,2014-12-31,0.05225,0.11738,0.69471,3804000000,3629000000,175000000
MA,2015-03-31,0.06971,0.16104,0.8885,3109000000,3306000000,-197000000
MA,2015-06-30,0.06031,0.1431,0.80931,3468000000,3588000000,-120000000
MA,2015-09-30,0.06676,0.15513,0.8646,3691000000,3604000000,87000000
MA,2015-12-31,0.05477,0.14682,0.79464,3927000000,3944000000,-17000000
MA,2016-03-31,0.0603,0.17402,0.86474,3544000000,3995000000,-451000000
MA,2016-06-30,0.06037,0.16749,0.89526,3901000000,4015000000,-114000000
MA,2016-09-30,0.06835,0.18947,1.08029,4090000000,4367000000,-277000000
MA,2016-12-31,0.04996,0.16414,0.85675,4139000000,4649000000,-510000000
MA,2017-03-31,0.05821,0.19173,1.00278,3947000000,4572000000,-625000000
MA,2017-06-30,0.05933,0.19788,1.1,4453000000,4696000000,-243000000
MA,2017-09-30,0.06838,0.21872,1.34525,4855000000,5116000000,-261000000
MA,2017-12-31,0.01064,0.04077,0.21476,5102000000,5573000000,-471000000
MA,2018-03-31,0.06503,0.25715,1.4196,5218000000,5699000000,-481000000
MA,2018-06-30,0.06982,0.29327,1.50431,5169000000,5712000000,-543000000
MA,2018-09-30,0.08136,0.32367,1.83124,5480000000,6047000000,-567000000
MA,2018-12-31,0.03616,0.16378,0.87028,5623000000,6875000000,-1252000000
MA,2019-03-31,0.07917,0.35379,1.81481,5565000000,6412000000,-847000000
MA,2019-06-30,0.08281,0.40086,2.00784,5829000000,6119000000,-290000000
MA,2019-09-30,0.08114,0.41751,2.08095,6279000000,6428000000,-149000000
MA,2019-12-31,0.07183,0.35053,2.08127,6429000000,6892000000,-463000000
MSFT,2010-06-30,0.05247,0.09785,0.51842,22978000000,7308000000,15670000000
MSFT,2010-09-30,0.0591,0.11525,0.62805,22135000000,5906000000,16229000000
MSFT,2010-12-31,0.07187,0.13684,0.78075,26908000000,6265000000,20643000000
MSFT,2011-03-31,0.05246,0.09788,0.62138,23250000000,6746000000,16504000000
MSFT,2011-06-30,0.05404,0.1029,0.69688,24855000000,7772000000,17083000000
MSFT,2011-09-30,0.05342,0.09661,0.68375,23764000000,6107000000,17657000000
MSFT,2011-12-31,0.05901,0.1033,0.78838,28138000000,6561000000,21577000000
MSFT,2012-03-31,0.04328,0.0744,0.60802,24488000000,7062000000,17426000000
MSFT,2012-06-30,-0.00406,-0.00741,-0.05865,25570000000,8050000000,17520000000
MSFT,2012-09-30,0.03664,0.06488,0.53192,22540000000,6297000000,16243000000
MSFT,2012-12-31,0.04956,0.08787,0.7598,29449000000,7298000000,22151000000
MSFT,2013-03-31,0.04515,0.07896,0.72394,28579000000,8006000000,20573000000
MSFT,2013-06-30,0.03486,0.06289,0.59482,27981000000,8945000000,19036000000
MSFT,2013-09-30,0.03684,0.06423,0.62885,25579000000,7697000000,17882000000
MSFT,2013-12-31,0.04271,0.07706,0.78765,32747000000,8567000000,24180000000
MSFT,2014-03-31,0.03625,0.06474,0.68324,27854000000,8470000000,19384000000
MSFT,2014-06-30,0.02675,0.05137,0.55923,32522000000,12229000000,20293000000
MSFT,2014-09-30,0.02676,0.05035,0.55037,31145000000,10509000000,20636000000
MSFT,2014-12-31,0.03353,0.06381,0.71257,34785000000,10411000000,24374000000
MSFT,2015-03-31,0.02821,0.05531,0.61038,29513000000,10592000000,18921000000
MSFT,2015-06-30,-0.01831,-0.0399,-0.39621,30507000000,11687000000,18820000000
MSFT,2015-09-30,0.02835,0.0633,0.61306,27758000000,10080000000,17678000000
MSFT,2015-12-31,0.02786,0.06536,0.63009,31694000000,10585000000,21109000000
MSFT,2016-03-31,0.02065,0.05021,0.47574,28057000000,11035000000,17022000000
MSFT,2016-06-30,0.03547,0.09532,0.87482,34831000000,12162000000,22669000000
MSFT,2016-09-30,0.02667,0.08053,0.72756,29297000000,9917000000,19380000000
MSFT,2016-12-31,0.0279,0.09108,0.80812,33846000000,10562000000,23284000000
MSFT,2017-03-31,0.02438,0.07868,0.71016,31641000000,10821000000,20820000000
MSFT,2017-06-30,0.03224,0.092,1.04588,34766000000,13209000000,21557000000
MSFT,2017-09-30,0.0264,0.07335,0.85314,33090000000,10974000000,22116000000
MSFT,2017-12-31,-0.02462,-0.08042,-0.81738,38093000000,12277000000,25816000000
MSFT,2018-03-31,0.03024,0.09369,0.96441,36077000000,12772000000,23305000000
MSFT,2018-06-30,0.03428,0.10727,1.15474,40049000000,14720000000,25329000000
MSFT,2018-09-30,0.03425,0.10264,1.15001,38308000000,12782000000,25526000000
MSFT,2018-12-31,0.03253,0.09139,1.09464,42261000000,12187000000,30074000000
MSFT,2019-03-31,0.03346,0.09286,1.1482,40631000000,13308000000,27323000000
MSFT,2019-06-30,0.04602,0.12887,1.72266,44617000000,16212000000,28405000000
MSFT,2019-09-30,0.03828,0.10068,1.39874,43018000000,13250000000,29768000000
MSFT,2019-12-31,0.04119,0.1058,1.52854,47563000000,14232000000,33331000000
NFLX,2010-06-30,0.06271,0.24637,0.11845,647362000,154777000,492585000
NFLX,2010-09-30,0.04929,0.19777,0.10402,692468000,207094000,485374000
NFLX,2010-12-31,0.04795,0.1623,0.12796,722601000,92701000,629900000
NFLX,2011-03-31,0.05525,0.21846,0.16309,896715000,345132000,551583000
NFLX,2011-06-30,0.04343,0.20421,0.18572,972128000,577573000,394555000
NFLX,2011-09-30,0.03184,0.16083,0.16974,1010219000,804778000,205441000
NFLX,2011-12-31,0.01147,0.05479,0.09388,1114123000,141223000,972900000
NFLX,2012-03-31,-0.00132,-0.00691,-0.01181,1117584000,132225000,985359000
NFLX,2012-06-30,0.00177,0.00896,0.01586,1118744000,141845000,976899000
NFLX,2012-09-30,0.00202,0.01071,0.01974,1131405000,162192000,969213000
NFLX,2012-12-31,0.00199,0.0106,0.0203,1148781000,139607000,1009174000
NFLX,2013-03-31,0.00062,0.00331,0.00686,1279148000,154826000,1124322000
NFLX,2013-06-30,0.00658,0.02666,0.07235,1320953000,162476000,1158477000
NFLX,2013-09-30,0.00649,0.02642,0.07691,1355978000,147332000,1208646000
NFLX,2013-12-31,0.00895,0.03631,0.11622,1447495000,162453000,1285042000
NFLX,2014-03-31,0.00878,0.03593,0.12685,1573397000,188741000,1384656000
NFLX,2014-06-30,0.01123,0.04412,0.1691,1636366000,235774000,1400592000
NFLX,2014-09-30,0.00875,0.03438,0.14078,1754063000,220933000,1533130000
NFLX,2014-12-31,0.01184,0.04488,0.19743,1890078000,271327000,1618751000
NFLX,2015-03-31,0.00256,0.01241,0.05594,2002401000,297890000,1704511000
NFLX,2015-06-30,0.00273,0.01296,0.06192,2092801000,362135000,1730666000
NFLX,2015-09-30,0.00297,0.01358,0.06895,2229111000,388715000,1840396000
NFLX,2015-12-31,0.00423,0.01942,0.10095,2337407000,393880000,1943527000
NFLX,2016-03-31,0.00246,0.01194,0.0646,2496479000,413548000,2082931000
NFLX,2016-06-30,0.00352,0.01687,0.09511,2666940000,412531000,2254409000
NFLX,2016-09-30,0.00417,0.02037,0.1201,2941496000,486985000,2454511000
NFLX,2016-12-31,0.00491,0.02491,0.15532,3146729000,510474000,2636255000
NFLX,2017-03-31,0.01241,0.05993,0.41389,3359304000,591089000,2768215000
NFLX,2017-06-30,0.00397,0.02108,0.15206,3540813000,522269000,3018544000
NFLX,2017-09-30,0.00764,0.03895,0.2997,3768111000,633166000,3134945000
NFLX,2017-12-31,0.00976,0.05179,0.42831,4218853000,674649000,3544204000
NFLX,2018-03-31,0.0144,0.07216,0.66822,4759059000,865614000,3893445000
NFLX,2018-06-30,0.01696,0.08548,0.88336,5062460000,840814000,4221646000
NFLX,2018-09-30,0.01724,0.08041,0.92434,5105734000,968506000,4137228000
NFLX,2018-12-31,0.00516,0.02557,0.3069,5088665000,1040402000,4048263000
NFLX,2019-03-31,0.01264,0.06033,0.7874,5712286000,1185764000,4526522000
NFLX,2019-06-30,0.00897,0.04433,0.61851,6134156000,1193006000,4941150000
NFLX,2019-09-30,0.0215,0.09695,1.51851,6411652000,1481852000,4929800000
NFLX,2019-12-31,0.01728,0.07741,1.33837,7010333000,1517390000,5492943000
NVDA,2010-06-30,0.03618,0.0481,0.24259,1310797000,362740000,948057000
NVDA,2010-09-30,-0.03778,-0.05106,-0.24611,1120707000,280041000,840666000
NVDA,2010-12-31,0.02167,0.02928,0.14699,1132191000,324770000,807421000
NVDA,2011-03-31,0.03819,0.05395,0.29421,1189957000,286138000,903819000
NVDA,2011-06-30,0.02855,0.03922,0.22733,1291680000,346295000,945385000
NVDA,2011-09-30,0.03116,0.04108,0.25206,1367771000,297813000,1069958000
NVDA,2011-12-31,0.03503,0.04487,0.29366,1425807000,307943000,1117864000
NVDA,2012-03-31,0.02089,0.02799,0.18978,1320890000,335072000,985818000
NVDA,2012-06-30,0.01059,0.0141,0.09815,1315415000,395578000,919837000
NVDA,2012-09-30,0.02021,0.02673,0.19232,1445366000,417250000,1028116000
NVDA,2012-12-31,0.03442,0.04427,0.33595,1588551000,390265000,1198286000
NVDA,2013-03-31,0.02713,0.03604,0.28053,1508931000,356428000,1152503000
NVDA,2013-06-30,0.0124,0.01614,0.12627,1390526000,328259000,1062267000
NVDA,2013-09-30,0.01732,0.02312,0.16477,1417242000,310271000,1106971000
NVDA,2013-12-31,0.02079,0.02748,0.20441,1497394000,333283000,1164111000
NVDA,2014-03-31,0.02026,0.03297,0.25826,1596838000,324391000,1272447000
NVDA,2014-06-30,0.01996,0.03288,0.24508,1556000000,309008000,1246992000
NVDA,2014-09-30,0.01846,0.02973,0.22939,1559000000,261627000,1297373000
NVDA,2014-12-31,0.02512,0.04115,0.31569,1688000000,328097000,1359903000
NVDA,2015-03-31,0.0268,0.04368,0.35543,1719000000,293000000,1426000000
NVDA,2015-06-30,0.01838,0.02941,0.24408,1628000000,222000000,1406000000
NVDA,2015-09-30,0.00373,0.00621,0.04806,1622000000,277000000,1345000000
NVDA,2015-12-31,0.03429,0.0551,0.45387,1786000000,295000000,1491000000
NVDA,2016-03-31,0.02822,0.04654,0.38519,1907000000,296000000,1611000000
NVDA,2016-06-30,0.02926,0.04957,0.38734,1810000000,320000000,1490000000
NVDA,2016-09-30,0.03498,0.05826,0.48876,1935000000,423000000,1512000000
NVDA,2016-12-31,0.05639,0.1018,1.00743,2548000000,523000000,2025000000
NVDA,2017-03-31,0.06656,0.11368,1.18018,2743000000,485000000,2258000000
NVDA,2017-06-30,0.05388,0.08268,0.85642,2533000000,348000000,2185000000
NVDA,2017-09-30,0.06201,0.09761,0.97655,2844000000,431000000,2413000000
NVDA,2017-12-31,0.08525,0.13193,1.38972,3310000000,511000000,2799000000
NVDA,2018-03-31,0.09955,0.14978,1.85265,3639000000,596000000,3043000000
NVDA,2018-06-30,0.10855,0.1612,2.05281,3980000000,623000000,3357000000
NVDA,2018-09-30,0.08547,0.12518,1.81384,3941000000,800000000,3141000000
NVDA,2018-12-31,0.09006,0.12982,2.0197,4044000000,902000000,3142000000
NVDA,2019-03-31,0.04258,0.06059,0.92787,3118000000,511000000,2607000000
NVDA,2019-06-30,0.0281,0.0406,0.64909,3158000000,368000000,2790000000
NVDA,2019-09-30,0.03736,0.05341,0.9064,3549000000,437000000,3112000000
NVDA,2019-12-31,0.05686,0.08017,1.47377,4003000000,591000000,3412000000
PFE,2010-06-30,0.01295,0.02849,0.29185,25494000000,7044000000,18450000000
PFE,2010-09-30,0.00452,0.00983,0.10236,23938000000,6680000000,17258000000
PFE,2010-12-31,0.01482,0.03274,0.34231,24944000000,8626000000,16318000000
PFE,2011-03-31,0.0114,0.02454,0.26411,24472000000,7558000000,16914000000
PFE,2011-06-30,0.01332,0.02934,0.31445,24900000000,8999000000,15901000000
PFE,2011-09-30,0.01906,0.04129,0.45643,24631000000,7979000000,16652000000
PFE,2011-12-31,0.00765,0.01742,0.17868,18759000000,8603000000,10156000000
PFE,2012-03-31,0.00966,0.02144,0.22583,22335000000,6774000000,15561000000
PFE,2012-06-30,0.01779,0.04068,0.41283,20508000000,8582000000,11926000000
PFE,2012-09-30,0.01757,0.03907,0.40931,19542000000,6492000000,13050000000
PFE,2012-12-31,0.03399,0.07732,0.81862,20034000000,7508000000,12526000000
PFE,2013-03-31,0.01467,0.0332,0.36303,18556000000,6126000000,12430000000
PFE,2013-06-30,0.0786,0.17847,1.89902,19234000000,5997000000,13237000000
PFE,2013-09-30,0.01476,0.03306,0.37339,18782000000,4840000000,13942000000
PFE,2013-12-31,0.01492,0.03352,0.37821,20644000000,7367000000,13277000000
PFE,2014-03-31,0.01356,0.02983,0.34586,17133000000,5156000000,11977000000
PFE,2014-06-30,0.01687,0.03784,0.43386,19053000000,7031000000,12022000000
PFE,2014-09-30,0.01557,0.03407,0.39989,18691000000,5706000000,12985000000
PFE,2014-12-31,0.00733,0.01715,0.18502,21257000000,7293000000,13964000000
PFE,2015-03-31,0.01479,0.03515,0.36342,16793000000,5347000000,11446000000
PFE,2015-06-30,0.01633,0.0391,0.40468,17845000000,7359000000,10486000000
PFE,2015-09-30,0.01246,0.03172,0.32748,18016000000,8355000000,9661000000
PFE,2015-12-31,-0.00103,-0.00266,-0.02659,22424000000,8249000000,14175000000
PFE,2016-03-31,0.01852,0.04763,0.46544,19127000000,5770000000,13357000000
PFE,2016-06-30,0.01183,0.03201,0.31568,19327000000,7322000000,12005000000
PFE,2016-09-30,0.0074,0.02075,0.20646,19453000000,8503000000,10950000000
PFE,2016-12-31,0.005,0.01434,0.13406,21682000000,9404000000,12278000000
PFE,2017-03-31,0.01849,0.05313,0.49302,18981000000,6041000000,12940000000
PFE,2017-06-30,0.01824,0.05237,0.48951,19309000000,7520000000,11789000000
PFE,2017-09-30,0.0165,0.04647,0.45278,19704000000,8324000000,11380000000
PFE,2017-12-31,0.07144,0.17129,1.95225,21751000000,9358000000,12393000000
PFE,2018-03-31,0.02163,0.05048,0.56716,19257000000,7404000000,11853000000
PFE,2018-06-30,0.02347,0.05522,0.62626,19996000000,10448000000,9548000000
PFE,2018-09-30,0.02452,0.05742,0.66454,20053000000,11137000000,8916000000
PFE,2018-12-31,-0.00248,-0.0062,-0.06473,21695000000,10383000000,11312000000
PFE,2019-03-31,0.02498,0.06564,0.65378,19343000000,7802000000,11541000000
PFE,2019-06-30,0.0323,0.08419,0.86058,19801000000,9404000000,10397000000
PFE,2019-09-30,0.04505,0.11742,1.3139,19435000000,10195000000,9240000000
PFE,2019-12-31,-0.00199,-0.00526,-0.05726,20781000000,10024000000,10757000000
PG,2010-06-30,0.01705,0.03556,0.71284,23766000000,15810000000,7956000000
PG,2010-09-30,0.02305,0.04875,1.01831,26054000000,16128000000,9926000000
PG,2010-12-31,0.02482,0.0515,1.11093,28147000000,16083000000,12064000000
PG,2011-03-31,0.02104,0.04261,0.95789,26292000000,16454000000,9838000000
PG,2011-06-30,0.01814,0.03691,0.84158,26361000000,17312000000,9049000000
PG,2011-09-30,0.02213,0.04607,1.02655,28004000000,16492000000,11512000000
PG,2011-12-31,0.01258,0.02604,0.57294,28403000000,15674000000,12729000000
PG,2012-03-31,0.01791,0.03658,0.82068,26830000000,15133000000,11697000000
PG,2012-06-30,0.02746,0.0567,1.23862,24753000000,16209000000,8544000000
PG,2012-09-30,0.02071,0.04333,0.95985,27177000000,16584000000,10593000000
PG,2012-12-31,0.029,0.06026,1.38981,28978000000,16411000000,12567000000
PG,2013-03-31,0.01844,0.03776,0.87556,27447000000,16314000000,11133000000
PG,2013-06-30,0.01346,0.02729,0.63756,22514000000,17605000000,4909000000
PG,2013-09-30,0.02145,0.04399,1.10668,26966000000,16917000000,10049000000
PG,2013-12-31,0.02398,0.04888,1.26066,27422000000,16636000000,10786000000
PG,2014-03-31,0.01822,0.03725,0.96163,25936000000,16590000000,9346000000
PG,2014-06-30,0.01788,0.03686,0.95106,15538000000,17460000000,-1922000000
PG,2014-09-30,0.0144,0.02978,0.73415,24175000000,17834000000,6341000000
PG,2014-12-31,0.01741,0.0366,0.87667,23853000000,16586000000,7267000000
PG,2015-03-31,0.01644,0.03397,0.79397,21908000000,15691000000,6217000000
PG,2015-06-30,0.00402,0.00826,0.19163,21429000000,16229000000,5200000000
PG,2015-09-30,0.02012,0.04132,0.95621,21134000000,16252000000,4882000000
PG,2015-12-31,0.02483,0.05146,1.17915,21517000000,15662000000,5855000000
PG,2016-03-31,0.02157,0.04595,1.0228,20277000000,15447000000,4830000000
PG,2016-06-30,0.01535,0.03365,0.73129,21320000000,16774000000,4546000000
PG,2016-09-30,0.02103,0.04604,1.01469,21163000000,17056000000,4107000000
PG,2016-12-31,0.06729,0.14653,3.03281,21539000000,15884000000,5655000000
PG,2017-03-31,0.02136,0.04623,0.98389,20014000000,15301000000,4713000000
PG,2017-06-30,0.0184,0.03971,0.86598,20910000000,16656000000,4254000000
PG,2017-09-30,0.02322,0.05148,1.1186,21342000000,16698000000,4644000000
PG,2017-12-31,0.0197,0.04559,0.98465,22120000000,17560000000,4560000000
PG,2018-03-31,0.02019,0.0457,0.99536,20923000000,17849000000,3074000000
PG,2018-06-30,0.01598,0.03576,0.75336,21300000000,17814000000,3486000000
PG,2018-09-30,0.02701,0.06093,1.28175,21342000000,18712000000,2630000000
PG,2018-12-31,0.02582,0.05867,1.27775,22061000000,19134000000,2927000000
PG,2019-03-31,0.02256,0.04941,1.09402,21268000000,19459000000,1809000000
PG,2019-06-30,-0.04554,-0.11015,-2.08821,22097000000,20314000000,1783000000
PG,2019-09-30,0.0315,0.07647,1.4349,22583000000,20901000000,1682000000
PG,2019-12-31,0.03327,0.08097,1.49457,23129000000,21011000000,2118000000
T,2010-06-30,0.01496,0.03868,0.67744,43081000000,20639000000,22442000000
T,2010-09-30,0.04575,0.10874,2.08479,44126000000,20899000000,23227000000
T,2010-12-31,0.00404,0.00973,0.18367,48732000000,22597000000,26135000000
T,2011-03-31,0.01271,0.0302,0.57519,43873000000,20894000000,22979000000
T,2011-06-30,0.0132,0.03147,0.60536,44069000000,20693000000,23376000000
T,2011-09-30,0.01305,0.03181,0.61034,44065000000,20408000000,23657000000
T,2011-12-31,-0.02469,-0.06312,-1.12823,54407000000,22564000000,31843000000
T,2012-03-31,0.01331,0.03407,0.60561,44726000000,20178000000,24548000000
T,2012-06-30,0.01465,0.03767,0.66644,44079000000,18852000000,25227000000
T,2012-09-30,0.01362,0.03589,0.62987,44279000000,21447000000,22832000000
T,2012-12-31,-0.01416,-0.04161,-0.68145,53559000000,23050000000,30509000000
T,2013-03-31,0.01365,0.04188,0.67114,44218000000,19963000000,24255000000
T,2013-06-30,0.01405,0.04428,0.71028,44767000000,21839000000,22928000000
T,2013-09-30,0.01389,0.04428,0.71759,44725000000,22809000000,21916000000
T,2013-12-31,0.02549,0.07741,1.34562,41851000000,23511000000,18340000000
T,2014-03-31,0.0128,0.03997,0.69935,45353000000,24624000000,20729000000
T,2014-06-30,0.01209,0.03829,0.68159,45322000000,25354000000,19968000000
T,2014-09-30,0.01087,0.03361,0.60215,45971000000,26504000000,19467000000
T,2014-12-31,-0.01309,-0.04306,-0.74808,53771000000,26030000000,27741000000
T,2015-03-31,0.01059,0.03746,0.62714,45115000000,22859000000,22256000000
T,2015-06-30,0.00944,0.03522,0.59224,45178000000,24001000000,21177000000
T,2015-09-30,0.00749,0.02438,0.5054,54463000000,31172000000,23291000000
T,2015-12-31,0.00995,0.0324,0.64812,56980000000,33322000000,23658000000
T,2016-03-31,0.00942,0.03057,0.61617,55539000000,29124000000,26415000000
T,2016-06-30,0.00848,0.0274,0.55199,56005000000,29699000000,26306000000
T,2016-09-30,0.00826,0.02671,0.53956,56482000000,31797000000,24685000000
T,2016-12-31,0.00603,0.01964,0.39575,58452000000,34146000000,24306000000
T,2017-03-31,0.00842,0.02776,0.5626,54264000000,30132000000,24132000000
T,2017-06-30,0.0093,0.03111,0.63504,54543000000,29479000000,25064000000
T,2017-09-30,0.00682,0.02402,0.49156,54360000000,31936000000,22424000000
T,2017-12-31,0.04287,0.13406,3.08892,57231000000,37540000000,19691000000
T,2018-03-31,0.01044,0.0317,0.7567,51929000000,34643000000,17286000000
T,2018-06-30,0.0096,0.02787,0.80806,54048000000,39118000000,14930000000
T,2018-09-30,0.00882,0.02551,0.64772,63503000000,43010000000,20493000000
T,2018-12-31,0.00913,0.02506,0.66402,66471000000,47038000000,19433000000
T,2019-03-31,0.00747,0.02101,0.5601,61682000000,46028000000,15654000000
T,2019-06-30,0.00679,0.01913,0.50703,61902000000,45808000000,16094000000
T,2019-09-30,0.00674,0.01904,0.50498,61121000000,47680000000,13441000000
T,2019-12-31,0.00433,0.01184,0.32695,64127000000,49737000000,14390000000
UNH,2010-06-30,0.01859,0.04523,0.99645,26872000000,6122000000,20750000000
UNH,2010-09-30,0.02026,0.04986,1.14529,27463000000,7152000000,20311000000
UNH,2010-12-31,0.01654,0.04039,0.95425,28437000000,6488000000,21949000000
UNH,2011-03-31,0.0206,0.05066,1.23941,29319000000,6382000000,22937000000
UNH,2011-06-30,0.01916,0.0463,1.1786,29237000000,6373000000,22864000000
UNH,2011-09-30,0.01792,0.0456,1.19343,29473000000,6643000000,22830000000
UNH,2011-12-31,0.01853,0.04446,1.19355,30514000000,6853000000,23661000000
UNH,2012-03-31,0.01909,0.0481,1.3359,31674000000,6197000000,25477000000
UNH,2012-06-30,0.0182,0.04551,1.30058,31671000000,6460000000,25211000000
UNH,2012-09-30,0.02172,0.05152,1.52348,31896000000,6579000000,25317000000
UNH,2012-12-31,0.01538,0.03736,1.2208,33992000000,6984000000,27008000000
UNH,2013-03-31,0.01434,0.03512,1.17323,35290000000,6559000000,28731000000
UNH,2013-06-30,0.01791,0.04467,1.42319,35573000000,7046000000,28527000000
UNH,2013-09-30,0.01918,0.04737,1.56375,35842000000,7145000000,28697000000
UNH,2013-12-31,0.01743,0.04282,1.43417,36100000000,7458000000,28642000000
UNH,2014-03-31,0.01299,0.0325,1.11801,37262000000,9160000000,28102000000
UNH,2014-06-30,0.01647,0.04112,1.4382,38144000000,9625000000,28519000000
UNH,2014-09-30,0.01875,0.04713,1.65325,38568000000,8394000000,30174000000
UNH,2014-12-31,0.01748,0.04462,1.57785,39241000000,9247000000,29994000000
UNH,2015-03-31,0.01575,0.04239,1.48113,41968000000,10518000000,31450000000
UNH,2015-06-30,0.01734,0.04576,1.66492,42380000000,10901000000,31479000000
UNH,2015-09-30,0.01475,0.04603,1.67576,48119000000,11300000000,36819000000
UNH,2015-12-31,0.01095,0.03435,1.27807,50645000000,11994000000,38651000000
UNH,2016-03-31,0.01367,0.04367,1.69045,51787000000,13740000000,38047000000
UNH,2016-06-30,0.01467,0.04612,1.84437,53789000000,14366000000,39423000000
UNH,2016-09-30,0.01592,0.04983,2.06723,53841000000,12994000000,40847000000
UNH,2016-12-31,0.01371,0.0419,1.76891,55879000000,13361000000,42518000000
UNH,2017-03-31,0.01584,0.04757,2.27673,56278000000,13473000000,42805000000
UNH,2017-06-30,0.01654,0.0486,2.36929,57937000000,14514000000,43423000000
UNH,2017-09-30,0.0177,0.05022,2.56715,58287000000,15878000000,42409000000
UNH,2017-12-31,0.02601,0.06953,3.72887,60459000000,15180000000,45279000000
UNH,2018-03-31,0.01823,0.05462,2.93582,64276000000,18210000000,46066000000
UNH,2018-06-30,0.0189,0.05553,3.04058,65070000000,17527000000,47543000000
UNH,2018-09-30,0.0211,0.05864,3.31393,65646000000,18991000000,46655000000
UNH,2018-12-31,0.01997,0.05407,3.1568,67757000000,16705000000,51052000000
UNH,2019-03-31,0.02151,0.06136,3.619,69464000000,16900000000,52564000000
UNH,2019-06-30,0.01969,0.05672,3.46632,69664000000,17128000000,52536000000
UNH,2019-09-30,0.02037,0.05922,3.72813,70020000000,18570000000,51450000000
UNH,2019-12-31,0.02036,0.05696,3.73918,70920000000,19005000000,51915000000
V,2010-06-30,0.0219,0.02901,0.1383,2921000000,2206000000,715000000
V,2010-09-30,0.02317,0.03094,0.14997,3121000000,2169000000,952000000
V,2010-12-31,0.02601,0.03461,0.17344,3110000000,2316000000,794000000
V,2011-03-31,0.02559,0.03369,0.17917,3107000000,2052000000,1055000000
V,2011-06-30,0.02918,0.03858,0.21636,3299000000,2015000000,1284000000
V,2011-09-30,0.02532,0.03329,0.19851,3404000000,1992000000,1412000000
V,2011-12-31,0.02877,0.03769,0.23212,3476000000,2014000000,1462000000
V,2012-03-31,0.03506,0.0453,0.29464,3550000000,1939000000,1611000000
