Ticker,Report Date,Return on assets,Return on equity,Earnings per share ,Operating profitability ,Accruals,Cash-based operating profitability
V,2012-06-30,-0.04747,-0.0703,-0.42208,7737000000,6205000000,1532000000
V,2012-09-30,0.04154,0.06015,0.38642,3940000000,6301000000,-2361000000
V,2012-12-31,0.03606,0.04687,0.30633,3892000000,2057000000,1835000000
V,2013-03-31,0.03622,0.04722,0.30522,4056000000,1803000000,2253000000
V,2013-06-30,0.03472,0.04537,0.29697,4174000000,2025000000,2149000000
V,2013-09-30,0.03315,0.04436,0.45912,4195000000,2550000000,1645000000
V,2013-12-31,0.03882,0.05208,0.34579,4233000000,2635000000,1598000000
V,2014-03-31,0.04288,0.05855,0.63634,4278000000,3211000000,1067000000
V,2014-06-30,0.0361,0.04984,0.54613,4290000000,3476000000,814000000
V,2014-09-30,0.02782,0.03914,1.14821,4906000000,4009000000,897000000
V,2014-12-31,0.04035,0.05615,0.63619,4526000000,3699000000,827000000
V,2015-03-31,0.03991,0.05489,0.63336,4537000000,3377000000,1160000000
V,2015-06-30,0.04304,0.05928,0.69571,4774000000,3668000000,1106000000
V,2015-09-30,0.03841,0.05067,0.62165,4859000000,3283000000,1576000000
V,2015-12-31,0.03531,0.06585,0.80165,4734000000,3200000000,1534000000
V,2016-03-31,0.03142,0.0586,0.71445,4818000000,2943000000,1875000000
V,2016-06-30,0.00645,0.01255,0.17346,4955000000,4798000000,157000000
V,2016-09-30,0.03016,0.05867,0.81848,5897000000,5069000000,828000000
V,2016-12-31,0.03267,0.06525,0.88755,5822000000,5150000000,672000000
V,2017-03-31,0.0068,0.01397,0.18548,6146000000,5662000000,484000000
V,2017-06-30,0.03217,0.06446,0.89512,6106000000,4778000000,1328000000
V,2017-09-30,0.03148,0.06532,0.94263,6498000000,5050000000,1448000000
V,2017-12-31,0.03756,0.07551,1.11236,6397000000,4853000000,1544000000
V,2018-03-31,0.03773,0.07639,1.15765,6810000000,5789000000,1021000000
V,2018-06-30,0.03416,0.0699,1.04148,7595000000,5711000000,1884000000
V,2018-09-30,0.0411,0.08366,1.27966,7462000000,5846000000,1616000000
V,2018-12-31,0.04155,0.08731,1.34569,7295000000,7430000000,-135000000
V,2019-03-31,0.04261,0.08686,1.35303,7347000000,4899000000,2448000000
V,2019-06-30,0.04414,0.08861,1.41776,7772000000,5471000000,2301000000
V,2019-09-30,0.04168,0.08722,1.38937,8539000000,7770000000,769000000
V,2019-12-31,0.04375,0.09277,1.51394,8092000000,8611000000,-519000000
VZ,2010-06-30,-0.00527,-0.01411,-0.42165,40920000000,16905000000,24015000000
VZ,2010-09-30,0.00298,0.00779,0.23294,38914000000,16092000000,22822000000
VZ,2010-12-31,0.012,0.03036,0.93317,35769000000,15702000000,20067000000
VZ,2011-03-31,0.00631,0.01619,0.50848,38298000000,13810000000,24488000000
VZ,2011-06-30,0.00719,0.01774,0.56815,39022000000,14238000000,24784000000
VZ,2011-09-30,0.00605,0.01576,0.48659,39781000000,14486000000,25295000000
VZ,2011-12-31,-0.00878,-0.02355,-0.71333,45894000000,14689000000,31205000000
VZ,2012-03-31,0.00756,0.01907,0.59324,39970000000,13231000000,26739000000
VZ,2012-06-30,0.00807,0.02018,0.64058,40557000000,13973000000,26584000000
VZ,2012-09-30,0.00689,0.0172,0.55758,41540000000,16003000000,25537000000
VZ,2012-12-31,-0.01878,-0.04944,-1.47661,50190000000,16182000000,34008000000
VZ,2013-03-31,0.00863,0.02229,0.68109,41686000000,14030000000,27656000000
VZ,2013-06-30,0.01006,0.02577,0.78394,41984000000,14671000000,27313000000
VZ,2013-09-30,0.00807,0.02473,0.77879,42470000000,15622000000,26848000000
VZ,2013-12-31,0.01849,0.0531,1.76735,38105000000,16453000000,21652000000
VZ,2014-03-31,0.01781,0.28496,1.15241,43287000000,14984000000,28303000000
VZ,2014-06-30,0.01878,0.26318,1.01616,43194000000,16521000000,26673000000
VZ,2014-09-30,0.01633,0.20564,0.88993,44030000000,17055000000,26975000000
VZ,2014-12-31,-0.00959,-0.16313,-0.53476,54117000000,16680000000,37437000000
VZ,2015-03-31,0.01789,0.39214,1.02502,43912000000,15189000000,28723000000
VZ,2015-06-30,0.01757,0.32865,1.03726,44178000000,16953000000,27225000000
VZ,2015-09-30,0.01668,0.27768,0.99165,45476000000,17721000000,27755000000
VZ,2015-12-31,0.02208,0.30215,1.32359,44057000000,19362000000,24695000000
VZ,2016-03-31,0.01762,0.2144,1.05637,43788000000,18118000000,25670000000
VZ,2016-06-30,0.00303,0.03384,0.1721,44289000000,19090000000,25199000000
VZ,2016-09-30,0.01511,0.16467,0.88747,43105000000,18002000000,25103000000
VZ,2016-12-31,0.01841,0.18704,1.10118,42295000000,19593000000,22702000000
VZ,2017-03-31,0.01398,0.1378,0.84517,40781000000,14826000000,25955000000
VZ,2017-06-30,0.01724,0.163,1.06859,40754000000,17825000000,22929000000
VZ,2017-09-30,0.01421,0.12724,0.88639,43621000000,18434000000,25187000000
VZ,2017-12-31,0.0726,0.41777,4.56678,47942000000,21232000000,26710000000
VZ,2018-03-31,0.01718,0.08683,1.10746,42940000000,17052000000,25888000000
VZ,2018-06-30,0.01565,0.0769,0.99637,44158000000,18560000000,25598000000
VZ,2018-09-30,0.01854,0.08779,1.19052,44208000000,19342000000,24866000000
VZ,2018-12-31,0.00732,0.03544,0.4687,48043000000,22501000000,25542000000
VZ,2019-03-31,0.01772,0.08757,1.21605,43557000000,18664000000,24893000000
VZ,2019-06-30,0.01393,0.06806,0.95312,43571000000,17633000000,25938000000
VZ,2019-09-30,0.01823,0.08612,1.2552,44224000000,19566000000,24658000000
VZ,2019-12-31,0.01746,0.08109,1.23127,47094000000,21806000000,25288000000
XOM,2010-06-30,0.02597,0.05201,1.60305,97073000000,45454000000,51619000000
XOM,2010-09-30,0.0245,0.0488,1.44799,1.00404E+11,48251000000,52153000000
XOM,2010-12-31,0.03058,0.06058,1.86379,1.09718E+11,50034000000,59684000000
XOM,2011-03-31,0.03333,0.06761,2.14588,1.16973E+11,57700000000,59273000000
XOM,2011-06-30,0.03274,0.06599,2.17693,1.29548E+11,57853000000,71695000000
XOM,2011-09-30,0.03196,0.06368,2.13474,1.28833E+11,54572000000,74261000000
XOM,2011-12-31,0.02839,0.05848,1.96982,1.24322E+11,57067000000,67255000000
XOM,2012-03-31,0.02738,0.05758,2.00424,1.27154E+11,59084000000,68070000000
XOM,2012-06-30,0.04826,0.09471,3.4171,1.20502E+11,51322000000,69180000000
XOM,2012-09-30,0.02855,0.05552,2.08179,1.18988E+11,53516000000,65472000000
XOM,2012-12-31,0.02981,0.05796,2.1897,1.1647E+11,50728000000,65742000000
XOM,2013-03-31,0.02797,0.05489,2.11817,1.11051E+11,53978000000,57073000000
XOM,2013-06-30,0.02008,0.03998,1.54748,1.11177E+11,52619000000,58558000000
XOM,2013-09-30,0.02264,0.04485,1.79067,1.16313E+11,51260000000,65053000000
XOM,2013-12-31,0.02408,0.04626,1.91382,1.1433E+11,48085000000,66245000000
XOM,2014-03-31,0.02578,0.04976,2.10259,1.08953E+11,52109000000,56844000000
XOM,2014-06-30,0.02449,0.04667,2.04329,1.13669E+11,52363000000,61306000000
XOM,2014-09-30,0.02288,0.04304,1.89126,1.11056E+11,49272000000,61784000000
XOM,2014-12-31,0.0188,0.03629,1.55099,91991000000,42227000000,49764000000
XOM,2015-03-31,0.0144,0.02784,1.17312,72082000000,38144000000,33938000000
XOM,2015-06-30,0.01203,0.02341,0.99762,79012000000,39914000000,39098000000
XOM,2015-09-30,0.01245,0.02398,1.01193,73512000000,36681000000,36831000000
XOM,2015-12-31,0.00826,0.01572,0.66459,65954000000,32412000000,33542000000
XOM,2016-03-31,0.00528,0.01014,0.43322,54818000000,32294000000,22524000000
XOM,2016-06-30,0.00496,0.00961,0.40689,64272000000,33801000000,30471000000
XOM,2016-09-30,0.00781,0.01497,0.63427,64435000000,30027000000,34408000000
XOM,2016-12-31,0.00509,0.00966,0.40249,69657000000,31193000000,38464000000
XOM,2017-03-31,0.01165,0.02182,0.94956,68497000000,32069000000,36428000000
XOM,2017-06-30,0.00977,0.01803,0.78436,68619000000,31100000000,37519000000
XOM,2017-09-30,0.01136,0.02098,0.92952,72304000000,34698000000,37606000000
XOM,2017-12-31,0.02403,0.04308,1.9676,60381000000,36796000000,23585000000
XOM,2018-03-31,0.01333,0.02386,1.08899,73277000000,37207000000,36070000000
XOM,2018-06-30,0.01132,0.02041,0.92484,79678000000,38490000000,41188000000
XOM,2018-09-30,0.0176,0.0317,1.46102,82336000000,41714000000,40622000000
XOM,2018-12-31,0.01733,0.03022,1.40581,77017000000,37268000000,39749000000
XOM,2019-03-31,0.0066,0.01187,0.55035,69625000000,42090000000,27535000000
XOM,2019-06-30,0.00868,0.01577,0.73285,75595000000,41480000000,34115000000
XOM,2019-09-30,0.00882,0.01608,0.74221,71704000000,40541000000,31163000000
XOM,2019-12-31,0.01569,0.0286,1.33318,71559000000,41831000000,29728000000
